"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
20162210,"162210 (1999 SM5)",162210,,,Y,Y,0,19.30,,,,,,,,,,6.23,,,,,,,,,"JPL 84",2460600.5,60600,2024-10-17.0,J2000,0.6950,2.306,0.703,5.19,327.62,319.31,82.39,3.91,0.2815,2460307.76,2023-12-29.2,1.28e+03,3.5,0.0496,19.3,1.32,3.21,2.5e-08,2.9e-08,5.5e-08,6.3e-06,7.6e-05,7.4e-05,5.9e-06,5.0e-08,5.4e-09,1.9e-05,2.4e-05,APO,"Otto Matic",7745,1999-09-28,2020-12-11,404,,,0,.54473,,,,,,,,,
20162416,"162416 (2000 EH26)",162416,,,Y,Y,0,21.67,,,,,,,,,,24,,,,,,,,,"JPL 44",2460600.5,60600,2024-10-17.0,J2000,0.4780,1.855,0.968,0.40,215.25,19.22,243.90,2.74,0.3902,2460898.06,2025-08-10.5,923,2.53,0.000924,0.36,2.26,3.85,8.6e-09,1.8e-08,1.6e-08,1.1e-05,1.2e-03,1.2e-03,5.5e-05,2.7e-08,5.8e-09,1.4e-04,1.4e-05,APO,"Otto Matic",1944,2000-03-04,2005-06-30,59,2,4,0,.47493,,,,,,,,,
20162422,"162422 (2000 EV70)",162422,,,Y,Y,0,20.60,,,,,,,,,,,,,,,,,,,"JPL 75",2460600.5,60600,2024-10-17.0,J2000,0.5311,1.207,0.566,1.40,108.93,314.50,240.88,1.85,0.7431,2460760.80,2025-03-26.3,484,1.33,0.012,4.65,3.5,5.13,1.1e-07,3.2e-09,1.3e-07,2.5e-06,2.8e-04,2.7e-04,2.9e-05,5.0e-09,3.0e-09,4.0e-05,2.0e-06,APO,"Otto Matic",8820,2000-03-08,2024-05-01,249,,,0,.5856,,,,,,,,,
20162474,"162474 (2000 LB16)",162474,,,Y,Y,0,18.62,,,,,,,,,,,,,,,,,,,"JPL 76",2460600.5,60600,2024-10-17.0,J2000,0.3574,1.241,0.797,50.71,80.85,285.25,163.39,1.68,0.7132,2460371.42,2024-03-01.9,505,1.38,0.00479,1.86,4.03,4.77,3.5e-08,9.4e-10,4.4e-08,1.8e-05,6.2e-06,9.2e-06,8.2e-06,1.3e-09,8.1e-10,1.1e-05,5.7e-07,APO,"Otto Matic",8225,2000-06-07,2022-12-14,269,,,0,.58962,,,,,,,,,
20162510,"162510 (2000 QW69)",162510,,,Y,Y,0,17.60,,,,,,,1.406,,0.089,,,,,,,,,0.31,"JPL 177",2460600.5,60600,2024-10-17.0,J2000,0.3023,1.376,0.960,38.14,344.33,220.73,91.40,1.79,0.6105,2460450.80,2024-05-20.3,590,1.61,0.0262,10.2,3.29,4.55,1.3e-09,1.5e-09,1.2e-09,2.8e-07,3.0e-07,6.2e-07,3.2e-06,1.9e-09,9.8e-10,5.0e-06,9.5e-07,APO,"Otto Matic",8644,2000-08-28,2024-04-28,1754,,,0,.34823,,,,,,,,,
20162567,"162567 (2000 RW37)",162567,,,Y,Y,0,19.97,,,,,,,0.335,,0.173,2.439,,,,,C,,,0.01,"JPL 64",2460600.5,60600,2024-10-17.0,J2000,0.2501,1.247,0.935,13.75,333.29,133.29,12.21,1.56,0.7075,2460583.24,2024-09-29.7,509,1.39,0.00905,3.52,3.56,5.09,5.1e-08,2.1e-09,6.3e-08,1.1e-05,2.0e-05,2.4e-05,1.7e-05,2.6e-09,1.8e-09,2.3e-05,1.3e-06,APO,"Otto Matic",7925,2000-09-03,2022-05-16,248,,,0,.44861,,,,,,,,,
20162687,"162687 (2000 UH1)",162687,,,Y,Y,0,18.76,,,,,,,,,,,,,,,,,,,"JPL 78",2460600.5,60600,2024-10-17.0,J2000,0.5436,1.875,0.856,14.77,76.13,40.97,92.72,2.89,0.3838,2460358.89,2024-02-18.3,938,2.57,0.0339,13.2,2.33,3.75,1.6e-08,5.9e-10,3.0e-08,5.3e-06,1.7e-05,1.7e-05,2.6e-06,9.2e-10,1.8e-10,6.6e-06,4.5e-07,APO,"Otto Matic",8630,2000-10-18,2024-06-04,431,,,0,.54449,,,,,,,,,
20162695,"162695 (2000 UL11)",162695,,,Y,Y,0,20.20,,,,,,,,,,,,,,,,,,,"JPL 50",2460600.5,60600,2024-10-17.0,J2000,0.6354,2.122,0.774,2.19,333.18,152.12,246.49,3.47,0.3187,2460956.61,2025-10-08.1,1.13e+03,3.09,0.0229,8.89,1.63,3.44,1.1e-07,4.7e-08,2.5e-07,7.5e-06,4.7e-04,4.7e-04,1.4e-04,7.7e-08,1.1e-08,4.2e-04,3.8e-05,APO,"Otto Matic",1295,2000-10-25,2004-05-12,154,,,1,.44266,,,,,,,,,
20162783,"162783 (2000 YJ11)",162783,,,Y,Y,0,20.91,,,,,,,,,,,,,,,,,,,"JPL 40",2460600.5,60600,2024-10-17.0,J2000,0.2323,1.314,1.008,7.26,64.92,339.16,327.02,1.62,0.6546,2460650.89,2024-12-06.3,550,1.51,0.0302,11.8,3.76,4.93,1.1e-07,1.6e-08,1.4e-07,1.3e-05,5.8e-05,6.0e-05,5.6e-05,1.9e-08,1.2e-08,8.7e-05,9.9e-06,APO,"Otto Matic",7768,2000-12-19,2022-03-27,136,,,0,.52892,,,,-8.8e-14,2.5e-14,,,,
20162825,"162825 (2001 BO61)",162825,,,Y,Y,0,17.97,,,,,,,,,,,,,,,,,,,"JPL 110",2460600.5,60600,2024-10-17.0,J2000,0.7444,1.773,0.453,9.07,159.52,79.16,338.79,3.09,0.4174,2460651.32,2024-12-06.8,862,2.36,0.0163,6.33,2,3.7,2.0e-08,4.8e-09,3.4e-08,5.8e-06,1.9e-05,1.8e-05,2.7e-06,8.3e-09,1.7e-09,6.7e-06,3.5e-06,APO,"Otto Matic",8023,2000-12-03,2022-11-21,454,,,0,.51013,,,,,,,,,
20162882,"162882 (2001 FD58)",162882,,,Y,Y,0,18.80,,,,,,,,,,,,,,,,,,,"JPL 116",2460600.5,60600,2024-10-17.0,J2000,0.5752,1.092,0.464,6.50,341.15,46.02,348.46,1.72,0.8633,2460613.87,2024-10-30.3,417,1.14,0.0328,12.8,3.75,5.51,7.7e-08,1.8e-09,8.4e-08,5.7e-06,2.7e-05,2.7e-05,8.7e-06,2.8e-09,2.1e-09,1.0e-05,1.0e-06,APO,"Otto Matic",8788,2000-04-12,2024-05-04,444,0,3,0,.43165,,,,,,,,,
20162922,"162922 (2001 OY13)",162922,,,Y,Y,0,20.91,,,,,,,,,,,,,,,,,,,"JPL 41",2460600.5,60600,2024-10-17.0,J2000,0.3820,1.319,0.815,10.30,284.18,291.31,174.17,1.82,0.651,2460332.95,2024-01-23.4,553,1.51,0.0131,5.1,3.19,4.86,1.2e-07,1.1e-08,1.7e-07,1.9e-05,3.7e-05,4.0e-05,5.7e-05,1.6e-08,8.3e-09,8.3e-05,7.1e-06,APO,"Otto Matic",2215,2001-07-19,2007-08-12,164,,,0,.50074,,,,,,,,,
20162979,"162979 (2001 RA12)",162979,,,Y,Y,0,18.29,,,,,,,,,,,,,,,,,,,"JPL 34",2460600.5,60600,2024-10-17.0,J2000,0.5441,2.037,0.929,17.09,311.58,326.05,359.93,3.14,0.3391,2460600.70,2024-10-17.2,1.06e+03,2.91,0.0207,8.06,2.13,3.56,9.8e-08,2.8e-08,2.1e-07,1.9e-05,2.6e-05,3.9e-05,6.4e-05,4.3e-08,6.9e-09,1.9e-04,2.2e-05,APO,"Otto Matic",8417,2001-02-17,2024-03-05,167,,,0,.65727,,,,,,,,,
20162998,"162998 (2001 SK162)",162998,,,Y,Y,0,18.17,,,,,,,0.875,,0.161,68,,,,,T,,,0.01,"JPL 162",2460600.5,60600,2024-10-17.0,J2000,0.4743,1.926,1.013,1.68,285.29,186.45,181.51,2.84,0.3687,2461084.55,2026-02-13.0,976,2.67,0.0301,11.7,2.31,3.77,2.7e-08,2.6e-09,5.3e-08,3.0e-06,1.3e-04,1.3e-04,7.2e-06,3.8e-09,7.5e-10,2.0e-05,2.0e-06,APO,"Otto Matic",10516,1993-10-09,2022-07-25,1194,,,0,.44591,,,,,,,,,
20163014,"163014 (2001 UA5)",163014,,,Y,Y,0,17.75,,,,,,,,,,,,,,,Sq,,,,"JPL 151",2460600.5,60600,2024-10-17.0,J2000,0.4456,1.787,0.991,9.94,58.62,27.68,207.87,2.58,0.4125,2460969.33,2025-10-20.8,873,2.39,0.032,12.5,2.7,3.94,2.6e-08,2.3e-09,4.7e-08,3.8e-06,2.1e-05,2.2e-05,5.1e-06,3.4e-09,8.1e-10,1.3e-05,1.7e-06,APO,"Otto Matic",11377,1990-03-19,2021-05-12,1183,,,0,.42459,,,,,,,,,
20163026,"163026 (2001 XR30)",163026,,,Y,Y,0,21.23,,,,,,,,,,,,,,,,,,,"JPL 18",2460600.5,60600,2024-10-17.0,J2000,0.3652,1.297,0.823,11.86,247.85,294.50,106.07,1.77,0.6672,2460441.51,2024-05-11.0,540,1.48,0.0209,8.15,3.24,4.92,1.4e-07,6.1e-09,1.8e-07,1.4e-05,3.9e-05,4.9e-05,5.2e-05,8.3e-09,4.7e-09,7.7e-05,3.8e-06,APO,"Otto Matic",7980,2001-12-11,2023-10-17,72,,,0,.63531,,,,,,,,,
20163051,"163051 (2001 YJ4)",163051,,,Y,Y,0,16.40,,,,,,,,,,4.693,,,,,,,,,"JPL 235",2460600.5,60600,2024-10-17.0,J2000,0.5676,2.274,0.983,9.29,247.77,322.44,208.69,3.57,0.2874,2461127.02,2026-03-27.5,1.25e+03,3.43,0.0316,12.3,1.48,3.36,2.7e-08,3.5e-09,6.2e-08,4.0e-06,2.2e-05,2.2e-05,3.4e-06,5.5e-09,6.7e-10,1.3e-05,2.9e-06,APO,"Otto Matic",17018,1978-02-05,2024-09-09,1116,,,0,.50831,,,,,,,,,
20163067,"163067 (2002 AP3)",163067,,,Y,Y,0,19.99,,,,,,,,,,,,,,,,,,,"JPL 13",2460600.5,60600,2024-10-17.0,J2000,0.5862,2.046,0.847,7.61,87.30,117.82,254.83,3.25,0.3368,2460912.79,2025-08-25.2,1.07e+03,2.93,0.0126,4.9,1.75,3.55,8.8e-08,2.3e-08,1.8e-07,4.6e-05,1.8e-04,1.8e-04,5.0e-05,3.7e-08,5.7e-09,1.4e-04,1.8e-05,APO,"Otto Matic",1108,2002-01-06,2005-01-18,65,,,1,.6444,,,,,,,,,
20163132,"163132 (2002 CU11)",163132,,,Y,Y,0,18.61,,,,,,,0.460,,0.408,,,,,,,,,0.02,"JPL 125",2460600.5,60600,2024-10-17.0,J2000,0.2952,1.22,0.860,48.78,157.74,110.53,229.17,1.58,0.7317,2460779.31,2025-04-13.8,492,1.35,0.000225,0.0875,3.89,4.88,4.0e-08,3.2e-09,4.6e-08,2.6e-06,5.6e-07,1.0e-05,1.2e-05,4.2e-09,2.9e-09,1.7e-05,2.0e-06,APO,"Otto Matic",7423,2002-02-07,2022-06-05,513,6,8,0,.39589,,,,,,,,,
20163249,"163249 (2002 GT)",163249,,,Y,Y,0,18.71,,,,,,,,,,3.7663,,,,,,,,,"JPL 202",2460600.5,60600,2024-10-17.0,J2000,0.3347,1.344,0.894,6.97,201.73,135.14,59.89,1.79,0.6323,2460505.77,2024-07-14.2,569,1.56,0.0157,6.12,3.6,4.82,6.5e-09,3.7e-09,7.6e-09,2.7e-07,1.1e-06,1.2e-06,5.7e-06,4.9e-09,2.6e-09,8.6e-06,2.3e-06,APO,"Otto Matic",8130,2002-04-03,2024-07-06,1576,5,0,0,.40571,,,,2.3e-14,7.2e-15,,,,
20163364,"163364 (2002 OD20)",163364,,,Y,Y,0,18.91,,,,,,,,,,2.42,,,,,,,,,"JPL 176",2460600.5,60600,2024-10-17.0,J2000,0.3689,1.365,0.862,4.19,259.85,275.35,84.09,1.87,0.6179,2460464.41,2024-06-02.9,583,1.6,0.0266,10.4,3.11,4.76,1.6e-08,1.3e-09,2.2e-08,3.2e-06,2.4e-05,2.4e-05,6.5e-06,1.8e-09,9.1e-10,1.0e-05,8.6e-07,APO,"Otto Matic",8029,2001-11-22,2023-11-16,655,2,3,0,.47441,,,,,,,,,
20163373,"163373 (2002 PZ39)",163373,,,Y,Y,0,19.03,,,,,,,,,,148.7,,,,,,,,,"JPL 142",2460600.5,60600,2024-10-17.0,J2000,0.5465,1.469,0.666,1.67,328.77,260.13,196.11,2.27,0.5534,2460896.65,2025-08-09.1,651,1.78,0.00261,1.02,2.72,4.43,1.3e-08,9.6e-09,1.9e-08,3.4e-06,3.6e-05,3.7e-05,8.9e-06,1.5e-08,5.4e-09,1.9e-05,6.3e-06,APO,"Otto Matic",9870,1995-10-23,2022-10-31,1157,2,2,0,.32672,,,,,,,,,
20163683,"163683 (2002 YP2)",163683,,,Y,Y,0,19.09,,,,,,,,,,,,,,,,,,,"JPL 66",2460600.5,60600,2024-10-17.0,J2000,0.6881,1.577,0.492,20.63,52.46,281.41,31.53,2.66,0.4976,2460537.13,2024-08-14.6,724,1.98,0.0192,7.49,3.01,4.05,5.0e-08,5.3e-09,7.9e-08,5.8e-06,2.2e-05,1.8e-05,2.5e-05,9.0e-09,2.5e-09,5.0e-05,3.7e-06,APO,"Otto Matic",7844,2002-12-28,2024-06-19,233,,,0,.4937,,,,,,,,,
20163697,"163697 (2003 EF54)",163697,,,Y,Y,0,20.08,,,,,,,,,,,,,,,,,,,"JPL 64",2460600.5,60600,2024-10-17.0,J2000,0.4728,1.609,0.848,2.95,268.45,353.79,176.37,2.37,0.4827,2460235.12,2023-10-17.6,746,2.04,0.0419,16.3,2.71,4.21,3.0e-08,4.4e-09,4.8e-08,4.1e-06,1.4e-04,1.4e-04,1.3e-05,6.5e-09,2.0e-09,2.5e-05,3.1e-06,APO,"Otto Matic",4328,2003-03-12,2015-01-16,224,,,0,.60027,,,,,,,,,
20163818,"163818 (2003 RX7)",163818,,,Y,Y,0,18.46,,,,,,,0.386,,0.516,5.649,,,,,,,,0.02,"JPL 187",2460600.5,60600,2024-10-17.0,J2000,0.3545,1.229,0.794,10.39,241.01,245.91,68.68,1.67,0.723,2460505.51,2024-07-14.0,498,1.36,0.0264,10.3,3.45,5.13,2.4e-09,7.2e-10,2.9e-09,2.1e-07,9.1e-07,1.1e-06,2.3e-06,9.7e-10,6.3e-10,3.1e-06,4.4e-07,APO,"Otto Matic",7246,2003-09-06,2023-07-09,957,,,0,.58456,,,,,,,,,
20164121,"164121 (2003 YT1)",164121,,,Y,Y,1,16.18,,,,,,,1.717,,0.198,2.343,,,,,,,,0.55,"JPL 262",2460600.5,60600,2024-10-17.0,J2000,0.2920,1.11,0.786,44.06,38.31,91.00,235.13,1.43,0.843,2460748.64,2025-03-14.1,427,1.17,0.0046,1.79,3.84,5.32,5.2e-10,4.1e-11,5.7e-10,5.8e-08,6.3e-08,9.3e-08,1.0e-07,5.3e-11,4.6e-11,1.3e-07,2.4e-08,APO,"Otto Matic",15285,1982-11-19,2024-09-24,2036,10,1,0,.46213,,,,-6.4e-15,9.9e-17,,,,
20164207,"164207 (2004 GU9)",164207,,,Y,Y,0,21.18,,,,,,,0.163,,0.219,,,,,,,,,0.01,"JPL 98",2460600.5,60600,2024-10-17.0,J2000,0.1359,1.001,0.865,13.65,38.41,279.48,63.63,1.14,0.9837,2460535.82,2024-08-13.3,366,1,0.00017,0.066,4,6.04,1.6e-07,4.8e-09,1.6e-07,9.4e-06,1.1e-05,1.9e-05,2.6e-05,5.5e-09,7.1e-09,2.6e-05,2.6e-06,APO,"Otto Matic",8390,2001-05-11,2024-04-30,326,,,0,.53352,,,,-6.1e-14,9.1e-15,,,,
20164211,"164211 (2004 JA27)",164211,,,Y,Y,0,19.50,,,,,,,,,,,,,,,,,,,"JPL 111",2460600.5,60600,2024-10-17.0,J2000,0.4233,1.666,0.961,2.26,67.76,270.22,128.89,2.37,0.4583,2460319.24,2024-01-09.7,786,2.15,0.0328,12.8,3.02,4.15,2.3e-08,1.5e-09,3.8e-08,4.9e-06,7.5e-05,7.6e-05,4.4e-06,2.2e-09,6.2e-10,9.6e-06,1.1e-06,APO,"Otto Matic",6174,2004-05-15,2021-04-10,479,0,1,0,.58086,,,,,,,,,
20164216,"164216 (2004 OT11)",164216,,,Y,Y,0,17.29,,,,,,,,,,,,,,,,,,,"JPL 97",2460600.5,60600,2024-10-17.0,J2000,0.5651,2.153,0.937,19.99,294.89,326.60,167.15,3.37,0.3119,2460064.64,2023-04-30.1,1.15e+03,3.16,0.0164,6.4,1.9,3.41,5.4e-08,7.8e-09,1.2e-07,8.2e-06,2.3e-05,2.4e-05,1.2e-05,1.2e-08,1.7e-09,3.5e-05,6.3e-06,APO,"Otto Matic",7078,2004-07-27,2023-12-13,444,,,0,.52573,,,,,,,,,
20164400,"164400 (2005 GN59)",164400,,,Y,Y,0,17.34,,,,,,,,,,38.69,,,,,,,,,"JPL 207",2460600.5,60600,2024-10-17.0,J2000,0.4679,1.657,0.882,6.63,218.96,203.05,169.72,2.43,0.4622,2460233.33,2023-10-15.8,779,2.13,0.0497,19.3,2.93,4.13,1.4e-08,1.6e-09,2.3e-08,3.2e-06,1.5e-05,1.5e-05,3.7e-06,2.3e-09,6.7e-10,7.5e-06,1.1e-06,APO,"Otto Matic",16723,1978-08-24,2024-06-06,1036,1,2,0,.39779,,,,,,,,,
20168318,"168318 (1989 DA)",168318,,,Y,Y,0,18.91,,,,,,,0.9,,,3.925,,,,,,,,,"JPL 107",2460600.5,60600,2024-10-17.0,J2000,0.5417,2.162,0.991,6.49,349.07,139.82,83.00,3.33,0.31,2460332.72,2024-01-23.2,1.16e+03,3.18,0.0463,18,1.77,3.48,1.4e-08,1.2e-09,3.0e-08,3.4e-06,2.6e-05,2.8e-05,2.4e-06,1.9e-09,2.6e-10,7.6e-06,9.9e-07,APO,"Otto Matic",12884,1989-02-27,2024-06-07,544,,,0,.35547,,,,,,,,,
20170086,"170086 (2002 XR14)",170086,,,Y,Y,0,18.17,,,,,,,,,,,,,,,,,,,"JPL 113",2460600.5,60600,2024-10-17.0,J2000,0.6260,1.905,0.712,2.13,75.48,120.49,69.28,3.10,0.3749,2460415.72,2024-04-15.2,960,2.63,0.0114,4.44,1.86,3.67,2.5e-08,4.1e-09,4.7e-08,5.4e-06,9.6e-05,9.6e-05,8.2e-06,6.7e-09,1.2e-09,2.2e-05,3.1e-06,APO,"Otto Matic",7965,2002-12-05,2024-09-25,475,,,0,.55618,,,,,,,,,
20170903,"170903 (2004 WS2)",170903,,,Y,Y,0,18.23,,,,,,,,,,,,,,,,,,,"JPL 130",2460600.5,60600,2024-10-17.0,J2000,0.6031,1.336,0.530,8.27,87.67,115.46,267.96,2.14,0.638,2460744.76,2025-03-10.2,564,1.54,0.0303,11.8,2.84,4.69,3.6e-08,1.9e-09,4.8e-08,3.0e-06,2.6e-05,2.6e-05,9.3e-06,3.1e-09,1.4e-09,1.5e-05,1.2e-06,APO,"Otto Matic",7322,2002-10-28,2022-11-14,1135,,,0,.41579,,,,,,,,,
20171576,"171576 (1999 VP11)",171576,,,Y,Y,0,18.68,,,,,,,,,,2.796,,,,,,,,,"JPL 107",2460600.5,60600,2024-10-17.0,J2000,0.5836,1.086,0.452,17.28,208.08,61.74,111.24,1.72,0.8711,2460472.79,2024-06-11.2,413,1.13,0.00221,0.861,3.45,5.5,2.8e-08,2.9e-09,3.1e-08,3.1e-06,2.1e-06,2.2e-06,8.1e-06,4.5e-09,3.4e-09,8.8e-06,1.6e-06,APO,"Otto Matic",8873,1999-11-07,2024-02-22,483,4,2,0,.42605,,,,,,,,,
20171839,"171839 (2001 JM1)",171839,,,Y,Y,0,19.24,,,,,,,,,,5.7516,,,,,S,,,,"JPL 93",2460600.5,60600,2024-10-17.0,J2000,0.3108,1.46,1.007,17.08,226.64,321.98,118.84,1.91,0.5584,2460387.68,2024-03-18.1,645,1.77,0.0478,18.6,3.09,4.53,4.3e-08,1.8e-09,6.3e-08,7.4e-06,8.5e-06,1.1e-05,1.4e-05,2.4e-09,1.0e-09,2.5e-05,1.2e-06,APO,"Otto Matic",8451,2001-05-12,2024-07-01,589,,,0,.46865,,,,,,,,,
20172678,"172678 (2003 YM137)",172678,,,Y,Y,0,18.95,,,,,,,,,,,,,,,,,,,"JPL 53",2460600.5,60600,2024-10-17.0,J2000,0.7028,2.559,0.761,2.82,73.98,131.02,326.04,4.36,0.2407,2460741.59,2025-03-07.0,1.5e+03,4.09,0.0154,5.99,0.602,3.03,8.3e-08,1.3e-07,1.8e-07,9.9e-06,2.1e-04,2.1e-04,2.0e-04,2.2e-07,1.8e-08,8.4e-04,1.1e-04,APO,"Otto Matic",1456,2003-12-21,2007-12-16,336,,,1,.40753,,,,,,,,,
20173561,"173561 (2000 YV137)",173561,,,Y,Y,0,18.36,,,,,,,,,,2.722,,,,,,,,,"JPL 156",2460600.5,60600,2024-10-17.0,J2000,0.3109,1.448,0.998,28.00,137.22,211.38,330.30,1.90,0.5656,2460653.01,2024-12-08.5,636,1.74,0.0199,7.74,3.52,4.48,2.5e-08,3.6e-09,3.6e-08,4.7e-06,5.9e-06,7.7e-06,8.4e-06,4.7e-09,2.1e-09,1.5e-05,2.3e-06,APO,"Otto Matic",8588,2000-12-01,2024-06-06,750,,,0,.53071,,,,,,,,,
20175706,"175706 (1996 FG3)",175706,,,Y,Y,1,18.32,,,,,,,1.196,,0.072,3.5942,,,,,C,,,0.36,"JPL 159",2460600.5,60600,2024-10-17.0,J2000,0.3501,1.055,0.686,1.97,299.50,24.06,32.72,1.42,0.9095,2460564.53,2024-09-11.0,396,1.08,0.0281,10.9,3.88,5.78,7.9e-09,1.1e-09,8.5e-09,1.3e-06,5.5e-05,5.4e-05,3.1e-06,1.5e-09,1.4e-09,3.4e-06,6.2e-07,APO,"Otto Matic",14073,1985-12-17,2024-06-28,2685,6,1,0,.32706,,,,-1.2e-14,1.7e-15,,,,
20175729,"175729 (1998 BB10)",175729,,,Y,Y,0,20.44,,,,,,,,,,,,,,,Sq,,,,"JPL 56",2460600.5,60600,2024-10-17.0,J2000,0.4246,1.271,0.732,11.54,124.27,259.25,280.61,1.81,0.6875,2460715.98,2025-02-09.4,524,1.43,0.0226,8.79,3.69,4.97,3.4e-08,1.3e-09,4.3e-08,5.3e-06,1.6e-05,1.6e-05,5.9e-06,1.8e-09,1.0e-09,8.6e-06,8.0e-07,APO,"Otto Matic",9562,1998-01-25,2024-03-31,244,,,0,.54795,,,,,,,,,
20177049,"177049 (2003 EE16)",177049,,,Y,Y,0,19.85,,,,,,,,,,,,,,,,,,,"JPL 92",2460600.5,60600,2024-10-17.0,J2000,0.6143,1.418,0.547,0.65,127.23,259.50,5.13,2.29,0.5838,2460591.71,2024-10-08.2,617,1.69,9.66e-05,0.0376,3.17,4.49,2.5e-08,3.8e-09,3.6e-08,4.6e-06,2.5e-04,2.5e-04,1.1e-05,6.1e-09,2.3e-09,1.8e-05,2.5e-06,APO,"Otto Matic",8093,2002-05-17,2024-07-13,320,1,1,0,.59095,,,,,,,,,
20177614,"177614 (2004 HK33)",177614,,,Y,Y,0,17.59,,,,,,,,,,,,,,,,,,,"JPL 186",2460600.5,60600,2024-10-17.0,J2000,0.5204,1.889,0.906,5.44,104.70,221.54,294.36,2.87,0.3796,2460773.42,2025-04-07.9,948,2.6,0.00818,3.18,2.49,3.78,1.1e-08,1.5e-09,2.0e-08,3.1e-07,2.6e-06,2.7e-06,1.2e-06,2.2e-09,4.4e-10,3.3e-06,1.1e-06,APO,"Otto Matic",8477,2001-03-12,2024-05-27,925,,,0,.61777,,,,,,,,,
20179806,"179806 (2002 TD66)",179806,,,Y,Y,0,20.46,,,,,,,,,,9.455,,,,,,,,,"JPL 63",2460600.5,60600,2024-10-17.0,J2000,0.5347,1.858,0.864,4.93,335.53,125.88,220.46,2.85,0.3892,2460958.98,2025-10-10.4,925,2.53,0.00591,2.3,2.36,3.81,4.9e-08,2.7e-08,8.0e-08,1.0e-05,1.8e-05,2.1e-05,3.7e-05,4.1e-08,8.4e-09,1.0e-04,2.0e-05,APO,"Otto Matic",2017,2002-10-05,2008-04-13,302,1,1,0,.47735,,,,,,,,,
20180186,"180186 (2003 QZ30)",180186,,,Y,Y,0,17.58,,,,,,,,,,,,,,,,,,,"JPL 147",2460600.5,60600,2024-10-17.0,J2000,0.6315,2.422,0.892,8.57,178.04,243.10,198.78,3.95,0.2615,2461216.99,2026-06-25.4,1.38e+03,3.77,0.0455,17.7,1.53,3.19,1.9e-08,3.0e-09,4.6e-08,7.3e-06,2.3e-05,2.5e-05,3.1e-06,4.9e-09,4.9e-10,1.3e-05,2.6e-06,APO,"Otto Matic",14122,1984-08-23,2023-04-23,745,,,0,.5041,,,,,,,,,
20184266,"184266 (2004 VW14)",184266,,,Y,Y,0,19.49,,,,,,,,,,2.5009,,,,,,,,,"JPL 76",2460600.5,60600,2024-10-17.0,J2000,0.5977,2.121,0.853,3.83,100.83,42.78,140.17,3.39,0.319,2460161.14,2023-08-04.6,1.13e+03,3.09,0.00756,2.94,1.65,3.48,1.7e-08,7.9e-09,3.5e-08,2.9e-06,3.1e-05,3.1e-05,1.2e-05,1.3e-08,1.8e-09,3.4e-05,6.3e-06,APO,"Otto Matic",2392,2004-11-03,2011-05-23,584,1,1,0,.31986,,,,,,,,,
20185851,"185851 (2000 DP107)",185851,,,Y,Y,1,18.32,,,,,,,0.863,"0.992 x 0.938 x 0.964",0.137,2.7754,3.224e-8,,,,,,,0.04,"JPL 342",2460600.5,60600,2024-10-17.0,J2000,0.3765,1.365,0.851,8.67,358.65,289.77,62.22,1.88,0.6179,2460499.81,2024-07-08.3,583,1.6,0.0149,5.81,3.33,4.75,8.5e-09,3.4e-10,1.2e-08,1.3e-06,2.3e-06,3.3e-06,8.6e-07,4.6e-10,2.3e-10,1.4e-06,2.2e-07,APO,"Otto Matic",8981,2000-02-29,2024-10-01,1898,21,2,0,.3951,,,,9.6e-15,6.3e-16,,,,
20186844,"186844 (2004 GA1)",186844,,,Y,Y,0,17.43,,,,,,,,,,,,,,,,,,,"JPL 156",2460600.5,60600,2024-10-17.0,J2000,0.6726,2.43,0.795,7.77,261.48,54.63,114.88,4.06,0.2602,2460159.01,2023-08-02.5,1.38e+03,3.79,0.0174,6.79,1.38,3.14,1.8e-08,3.9e-09,4.3e-08,6.0e-06,3.7e-05,3.7e-05,4.5e-06,6.5e-09,6.2e-10,1.7e-05,3.3e-06,APO,"Otto Matic",8660,2000-04-12,2023-12-28,693,,,0,.48464,,,,,,,,,
20187040,"187040 (2005 JS108)",187040,,,Y,Y,0,19.23,,,,,,,0.430,,0.199,,,,,,,,,0.05,"JPL 156",2460600.5,60600,2024-10-17.0,J2000,0.3222,1.355,0.919,6.04,110.84,244.00,28.42,1.79,0.6246,2460555.00,2024-09-01.4,576,1.58,0.0196,7.61,3.65,4.8,2.4e-08,9.4e-10,3.2e-08,3.0e-06,1.7e-05,1.8e-05,3.6e-06,1.2e-09,6.5e-10,5.7e-06,6.0e-07,APO,"Otto Matic",7902,2002-12-07,2024-07-26,648,,,0,.51242,,,,,,,,,
